Nom;Référence;Famille;Date semis;Prix unitaire (hors remise);Lien;Référence+lien
Côte de bette Verte à couper;L1602S;Potagères;mars - juillet;3;https://www.semaille.com/fr/cotes-de-bette/435-cote-de-bette-verte-a-couper-5415166006134.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Côte de bette à cardes rouges;L1604S;Potagères;mars - juillet;3;https://www.semaille.com/fr/cotes-de-bette/436-cote-de-bette-a-cardes-rouges-5415166006172.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Côtes de bettes à cardes multicolores;L1605S;Potagères;mars - juillet;3;https://www.semaille.com/fr/cotes-de-bette/437-cotes-de-bettes-a-cardes-multicolores-5415166006196.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Côtes de bettes à cardes jaunes Bright Yellow;L1606S;Potagères;mars - juillet;3;https://www.semaille.com/fr/cotes-de-bette/438-cotes-de-bettes-a-cardes-jaunes-bright-yellow-5415166006219.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Côtes de bette Lucullus;L1607S;Potagères;mars - juillet;3;https://www.semaille.com/fr/cotes-de-bette/1432-cotes-de-bette-lucullus-5415166025630.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Côtes de bettes Orange "Coucher de Soleil";L1609S;Potagères;mars - août;3;https://www.semaille.com/fr/cotes-de-bette/1542-cotes-de-bettes-orange-coucher-de-soleil-5415166026590.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Jack Be Little;L1700S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/439-courge-jack-be-little-5415166006233.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Jack O'Lanterne;L1701S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/440-courge-jack-o-lanterne-5415166006257.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Lady Godiva à graines nues;L1702S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/441-courge-lady-godiva-a-graines-nues-5415166006271.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Patidou Sweet Dumpling;L1703S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/442-courge-patidou-sweet-dumpling-5415166006295.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pâtisson Blanc;L1704S;Potagères;mars - juin;3;https://www.semaille.com/fr/patisson/443-patisson-blanc-5415166006349.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pâtisson Orange;L1705S;Potagères;mars - juin;3;https://www.semaille.com/fr/patisson/444-patisson-orange-5415166006363.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Pomme d'Or;L1706S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/445-courge-pomme-d-or-5415166006387.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Spaghetti;L1707S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/446-courge-spaghetti-5415166006400.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Melonnette Jaspée de Vendée;L1708S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/447-courge-melonnette-jaspee-de-vendee-5415166006424.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pâtisson Panaché;L1709S;Potagères;mars - juin;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Royal Acorn;L1710S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/449-courge-royal-acorn-5415166006462.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Table Gold;L1711S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pâtisson vert pâle de Bennings;L1712S;Potagères;mars - juin;3;https://www.semaille.com/fr/patisson/451-patisson-vert-pale-de-bennings-5415166006509.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Baby Boo;L1713S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courge/452-courge-baby-boo-5415166006523.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Delicata (Sweet Poteto);L1714S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/694-courge-delicata-sweet-poteto-5415166006547.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge pâtisson verruqueux panache;L1715S;Potagères;avril-juin;3;https://www.semaille.com/fr/courge/1543-courge-patisson-verruqueux-5415166026637.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Bleu de Hongrie;L1800S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/453-potiron-bleu-de-hongrie-5415166006561.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Blue Ballet;L1801S;Potagères;mars - juin;3;https://www.semaille.com/fr/potimarron/1285-potiron-blue-ballet-5415166024596.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Buttercup;L1802S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/454-potiron-buttercup-5415166006585.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Galleux d'Eysines;L1803S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/697-potiron-galleux-d-eysines-5415166006608.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Giraumon Turban Turc;L1804S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/455-potiron-giraumon-turban-turc-5415166006622.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Hubbard bleu;L1805S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/456-potiron-hubbard-bleu-5415166006646.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potimarron Green Hokkaïdo;L1807S;Potagères;mars - juin;3;https://www.semaille.com/fr/potimarron/457-potimarron-green-hokkaido-5415166006660.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potimarron Red Kuri;L1808S;Potagères;mars - juin;3;https://www.semaille.com/fr/potimarron/458-potimarron-red-kuri-5415166006684.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Quintal jaune;L1809S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/459-potiron-quintal-jaune-5415166006721.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Rouge vif d'Etampes;L1810S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/460-potiron-rouge-vif-d-etampes-5415166006745.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Vert Olive;L1813S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/462-potiron-vert-olive-5415166006783.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Marina di Chiogga;L1814S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/463-potiron-marina-di-chiogga-5415166006806.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Zapallito del Tronco;L1815S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/464-potiron-zapallito-del-tronco-5415166006820.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Golden Hubbard;L1816S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/465-potiron-golden-hubbard-5415166006844.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Giant Atlantic;L1817S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/466-potiron-giant-atlantic-5415166006868.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Pink Jumbo Banana;L1818S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/467-potiron-pink-jumbo-banana-5415166006882.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Potiron Tristar  Triamble;L1819S;Potagères;mars - juin;3;https://www.semaille.com/fr/potiron/468-potiron-tristar-triamble-5415166006905.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée Butternut;L1900S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/469-courge-musquee-butternut-5415166006929.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée d'Hiver de Provence;L1901S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/470-courge-musquee-d-hiver-de-provence-5415166006943.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée Sucrine du Berry;L1902S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/471-courge-musquee-sucrine-du-berry-5415166006967.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée Futsu Black;L1903S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/472-courge-musquee-futsu-black-5415166007018.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée Longue de Nice;L1904S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/473-courge-musquee-longue-de-nice-5415166007032.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée à Trompe d'Albenga;L1906S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/474-courge-musquee-a-trompe-d-albenga-5415166007056.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge musquée Honeynut;L1907S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/1286-courge-musquee-honeynut-5415166024619.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
courge musquée Violina;L1908S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/1287-courge-musquee-violina-5415166024633.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
courge musquée Carat;L1909S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/1488-courge-musquee-carat-5415166026446.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge de Siam;L1960S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-musquee/475-courge-de-siam-5415166007100.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courges en mélange;L1990S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge/476-courges-en-melange-5415166007124.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Black Beauty;L2000S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/477-courgette-black-beauty-5415166007148.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Blanche de Virginie;L2001S;Potagères;mars - juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Ronde de Nice;L2002S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/479-courgette-ronde-de-nice-5415166007186.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Verte d'Italie;L2003S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/480-courgette-verte-d-italie-5415166007223.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Petite Grise d'Alger;L2005S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/482-courgette-petite-grise-d-alger-5415166007261.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette jaune;L2006S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/483-courgette-jaune-5415166007285.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Mutabile;L2007S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/484-courgette-mutabile-5415166007322.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgettes en mélange;L2008S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/485-courgettes-en-melange-5415166007346.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette blanche d'Egypte;L2009S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/486-courgette-blanche-d-egypte-5415166014368.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Gourde Amphore;L2010S;Potagères;mars - juin;3;https://www.semaille.com/fr/gourde-calbasse/487-gourde-amphore-5415166007360.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Coloquinte Griffe du Diable;L2011S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Coloquinte Indian Mix;L2012S;Potagères;mars - juillet;3;https://www.semaille.com/fr/coloquintes-cucurbita-pepo/489-coloquinte-indian-mix-5415166007407.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Marenka;L2013S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Coloquintes en mélange;L2015S;Potagères;mars - juillet;3;https://www.semaille.com/fr/coloquintes-cucurbita-pepo/491-coloquintes-en-melange-5415166007469.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Gourde ou Courge Pèlerine en mélange;L2016S;Potagères;mars - juin;3;https://www.semaille.com/fr/gourde-calbasse/492-gourde-ou-courge-pelerine-en-melange-5415166007483.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Cocozelle de Tripolis;L2020S;Potagères;mars - juillet;3;https://www.semaille.com/fr/courgette/1110-courgette-cocozelle-de-tripolis-5415166018953.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette Caserta;L2021S;Potagères;mars - juin;3;https://www.semaille.com/fr/courgette/1480-courgette-caserta-5415166026460.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courgette costata Romanesco;L2022S;Potagères;avril-juin;3;https://www.semaille.com/fr/courgette/1544-courgette-costata-romanesco-5415166026644.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Serpent "Zucchetta serpente di Sicilia";L2025S;Potagères;mars - juin;3;https://www.semaille.com/fr/gourde-calbasse/1365-courge-serpent-zucchetta-serpente-di-sicilia-.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Courge Eponge Luffa;L2026S;Potagères;mars - juin;3;https://www.semaille.com/fr/courge-eponge/1367-courge-eponge-luffa-5415166025289.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cresson de Jardin;L2040S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/cresson-de-jardin/493-cresson-de-jardin-5415166007506.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Epinard Butterflay;L2100S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/epinard/1288-epinard-butterflay-5415166024657.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Epinard Géant d'Hiver;L2101S;Potagères;août - octobre;3;https://www.semaille.com/fr/epinard/494-epinard-geant-d-hiver-5415166007537.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Epinard Hâtif à grandes feuilles;L2103S;Potagères;mars - avril et août - septembre;3;https://www.semaille.com/fr/epinard/495-epinard-hatif-a-grandes-feuilles-5415166007551.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Epinard Matador;L2105S;Potagères;mars - avril et août - septembre;3;https://www.semaille.com/fr/epinard/497-epinard-matador-5415166007599.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Epinard Fraise;L2150S;Potagères;avril-juin;3;https://www.semaille.com/fr/epinard/498-epinard-fraise-5415166007612.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Epinard Perpetuel;L2151S;Potagères;mai - août;3;https://www.semaille.com/fr/epinard/499-epinard-perpetuel-5415166007643.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fenouil Doux précoce d'été;L2200S;Potagères;mars - juillet;3;https://www.semaille.com/fr/fenouil-doux/500-fenouil-doux-precoce-d-ete-5415166007667.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fenouil Doux Zefa Fino;L2203S;Potagères;mars - juillet;3;https://www.semaille.com/fr/fenouil-doux/501-fenouil-doux-zefa-fino-5415166007681.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fenouil doux Zefa Tardo;L2204S;Potagères;mars - juillet;3;https://www.semaille.com/fr/fenouil-doux/502-fenouil-doux-zefa-tardo-5415166024671.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fenouil doux Perfection;L2205S;Potagères;mars - juillet;3;https://www.semaille.com/fr/fenouil-doux/503-fenouil-doux-perfection-5415166014283.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fenouil doux Selma;L2206S;Potagères;mars - juillet;3;https://www.semaille.com/fr/fenouil-doux/1111-fenouil-doux-selma-5415166019103.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fève Hangdown;L2301S;Potagères;février - avril;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fève Express 'Eleonora';L2304S;Potagères;février - avril;4.5;https://www.semaille.com/fr/feve/506-feve-express-eleonora--5415166007766.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fève Longue de Belgique;L2305S;Potagères;février - avril;4.5;https://www.semaille.com/fr/feve/507-feve-longue-de-belgique-5415166007780.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fève Red Epicure;L2306S;Potagères;février - avril;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fève Ratio;L2307S;Potagères;février - avril;4.5;https://www.semaille.com/fr/feve/1334-feve-ratio-5415166025050.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Ficoïde glaciale;L2350S;Potagères;avril-juin;3;https://www.semaille.com/fr/ficoide/1358-ficoide-glaciale-5415166025173.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Fraisier des 4 Saisons "Reine des Vallées";L2400S;Potagères;avril-juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout Calvy;L2500S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/1112-haricot-nain-mangetout-calvy-5415166019172.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot  Codair;L2501S;Potagères;mai-juillet;;https://www.semaille.com/fr/haricot-nain-mangetout/509-haricot-codair-5415166007803.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot La Victoire;L2502S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/510-haricot-la-victoire-5415166007827.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout Fin de Bagnol;L2503S;Potagères;mai - juillet;4.5;https://www.semaille.com/fr/haricot-nain-fin-vert/511-haricot-fin-de-bagnol-5415166007841.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout Morgane;L2504S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-fin-vert/512-haricot-morgane-5415166007865.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout Rocbrun;L2506S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-beurre/513-haricot-rocbrun-5415166007889.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain à écosser Langue de Feu;L2507S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-nain-a-ecosser/514-haricot-langue-de-feu-5415166007902.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain à écosser Flageolet rouge;L2509S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-nain-a-ecosser/1113-haricot-nain-a-ecosser-flageolet-rouge-5415166019264.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout Contender;L2510S;Potagères;;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout Reine des  Pourpres;L2511S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/1289-haricot-nain-mangetout-reine-des-pourpres-5415166024695.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain à écosser Flageolet Chevrier vert;L2515S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-nain-a-ecosser/518-haricot-nain-a-ecosser-flageolet-chevrier-vert-5415166014498.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot St Esprit à oeil rouge;L2516S;Potagères;;;https://www.semaille.com/fr/haricot-nain-a-ecosser/519-haricot-st-esprit-a-oeil-rouge-5415166007988.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Roi des Belges;L2519S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/520-haricot-roi-des-belges-5415166008008.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Saxa;L2521S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/521-haricot-saxa-5415166008022.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot  Helios;L2522S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-beurre/522-haricot-helios-5415166008046.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot  Marona;L2523S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/523-haricot-marona-5415166008060.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot  Maxi;L2524S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/524-haricot-maxi-5415166008084.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot  Cupidon;L2525S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-fin-vert/525-haricot-cupidon-5415166008107.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Borlotto;L2526S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-nain-a-ecosser/526-haricot-borlotto-5415166008121.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Purple Teepee;L2528S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-mangetout/528-haricot-purple-teepee-5415166013552.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Major;L2529S;Potagères;;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Argus;L2530S;Potagères;mai-juillet;4.5;https://www.semaille.com/fr/haricot-nain-fin-vert/1349-haricot-argus-5415166014382.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain à écosser Yin Yang;L2531S;Potagères;;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain à écosser Canadian Wonder;L2533S;Potagères;mai - juin;;https://www.semaille.com/fr/haricot-nain-a-ecosser/1370-haricot-nain-a-ecosser-canadian-wonder.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain à écosser Flageolet Blanc des Flandres;L2534S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-nain-a-ecosser/1371-haricot-nain-a-ecosser-flageolet-blanc-des-flandres.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout beurre Creso;L2535S;Potagères;mai - juillet;4.5;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot nain mangetout beurre Dior;L2536S;Potagères;mai-juillet;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot à cosses violettes;L2600S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/530-haricot-a-cosses-violettes-5415166008169.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Coco Bicolore prolifique;L2601S;Potagères;mai - juin;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Weinländerin;L2603S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/532-haricot-weinlanderin-5415166008206.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Sabre;L2605S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/533-haricot-sabre-5415166008220.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Hâtif Neckarkönigin;L2609S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/534-haricot-hatif-neckarkonigin-5415166008244.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Maïs type Tarbais;L2610S;Potagères;mai - juin;;https://www.semaille.com/fr/haricot-a-rames-a-ecosser/535-haricot-mais-type-tarbais-5415166008268.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Neckargold;L2611S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/536-haricot-neckargold-5415166008282.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Coco rose de la Meuse;L2615S;Potagères;mai - juin;;https://www.semaille.com/fr/haricot-a-rames-a-ecosser/782-haricot-coco-rose-de-la-meuse-5415166008329.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Orteil de Précheur;L2616S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-a-ecosser/537-haricot-orteil-de-precheur-5415166008343.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot  Trebona;L2618S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/539-haricot-trebona-5415166013569.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot Couvent Vogel;L2619S;Potagères;mai - juin;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot de Malines;L2620S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/541-haricot-de-malines-5415166014320.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot à rames mangetout Princesse du Pévèle;L2621S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/1372-haricot-a-rames-mangetout-princesse-du-pevele.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Haricot à rames mangetout Fortex;L2622S;Potagères;;;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
